negR_000.txt,posR_000.txt
negR_001.txt,posR_001.txt
posR_002.txt,negR_002.txt
negR_003.txt,posR_003.txt
negR_004.txt,posR_004.txt
posR_005.txt,negR_005.txt
negR_006.txt,posR_006.txt
negR_007.txt,posR_007.txt
negR_008.txt,posR_008.txt
posR_009.txt,negR_009.txt
posR_010.txt,negR_010.txt
posR_011.txt,negR_011.txt
negR_012.txt,posR_012.txt
negR_013.txt,posR_013.txt
negR_014.txt,posR_014.txt
posR_015.txt,negR_015.txt
posR_016.txt,negR_016.txt
posR_017.txt,negR_017.txt
negR_018.txt,posR_018.txt
negR_019.txt,posR_019.txt
posR_020.txt,negR_020.txt
posR_021.txt,negR_021.txt
posR_022.txt,negR_022.txt
negR_023.txt,posR_023.txt
negR_024.txt,posR_024.txt
posR_025.txt,negR_025.txt
negR_026.txt,posR_026.txt
posR_027.txt,negR_027.txt
negR_028.txt,posR_028.txt
posR_029.txt,negR_029.txt
posR_030.txt,negR_030.txt
negR_031.txt,posR_031.txt
negR_032.txt,posR_032.txt
posR_033.txt,negR_033.txt
posR_034.txt,negR_034.txt
negR_035.txt,posR_035.txt
posR_036.txt,negR_036.txt
negR_037.txt,posR_037.txt
posR_038.txt,negR_038.txt
posR_039.txt,negR_039.txt
negR_040.txt,posR_040.txt
posR_041.txt,negR_041.txt
negR_042.txt,posR_042.txt
negR_043.txt,posR_043.txt
negR_044.txt,posR_044.txt
negR_045.txt,posR_045.txt
posR_046.txt,negR_046.txt
posR_047.txt,negR_047.txt
negR_048.txt,posR_048.txt
negR_049.txt,posR_049.txt
negR_050.txt,posR_050.txt
posR_051.txt,negR_051.txt
negR_052.txt,posR_052.txt
negR_053.txt,posR_053.txt
posR_054.txt,negR_054.txt
negR_055.txt,posR_055.txt
negR_056.txt,posR_056.txt
posR_057.txt,negR_057.txt
posR_058.txt,negR_058.txt
posR_059.txt,negR_059.txt
negR_060.txt,posR_060.txt
negR_061.txt,posR_061.txt
posR_062.txt,negR_062.txt
negR_063.txt,posR_063.txt
negR_064.txt,posR_064.txt
negR_065.txt,posR_065.txt
posR_066.txt,negR_066.txt
posR_067.txt,negR_067.txt
negR_068.txt,posR_068.txt
negR_069.txt,posR_069.txt
posR_070.txt,negR_070.txt
posR_071.txt,negR_071.txt
negR_072.txt,posR_072.txt
negR_073.txt,posR_073.txt
negR_074.txt,posR_074.txt
negR_075.txt,posR_075.txt
negR_076.txt,posR_076.txt
posR_077.txt,negR_077.txt
posR_078.txt,negR_078.txt
negR_079.txt,posR_079.txt
posR_080.txt,negR_080.txt
negR_081.txt,posR_081.txt
posR_082.txt,negR_082.txt
negR_083.txt,posR_083.txt
negR_084.txt,posR_084.txt
posR_085.txt,negR_085.txt
negR_086.txt,posR_086.txt
posR_087.txt,negR_087.txt
negR_088.txt,posR_088.txt
posR_089.txt,negR_089.txt
negR_090.txt,posR_090.txt
posR_091.txt,negR_091.txt
negR_092.txt,posR_092.txt
negR_093.txt,posR_093.txt
negR_094.txt,posR_094.txt
posR_095.txt,negR_095.txt
negR_096.txt,posR_096.txt
negR_097.txt,posR_097.txt
posR_098.txt,negR_098.txt
posR_099.txt,negR_099.txt
negR_100.txt,posR_100.txt
negR_101.txt,posR_101.txt
negR_102.txt,posR_102.txt
posR_103.txt,negR_103.txt
negR_104.txt,posR_104.txt
posR_105.txt,negR_105.txt
posR_106.txt,negR_106.txt
negR_107.txt,posR_107.txt
posR_108.txt,negR_108.txt
posR_109.txt,negR_109.txt
negR_110.txt,posR_110.txt
posR_111.txt,negR_111.txt
posR_112.txt,negR_112.txt
posR_113.txt,negR_113.txt
negR_114.txt,posR_114.txt
posR_115.txt,negR_115.txt
posR_116.txt,negR_116.txt
negR_117.txt,posR_117.txt
posR_118.txt,negR_118.txt
posR_119.txt,negR_119.txt
negR_120.txt,posR_120.txt
posR_121.txt,negR_121.txt
negR_122.txt,posR_122.txt
posR_123.txt,negR_123.txt
negR_124.txt,posR_124.txt
negR_125.txt,posR_125.txt
negR_126.txt,posR_126.txt
negR_127.txt,posR_127.txt
negR_128.txt,posR_128.txt
negR_129.txt,posR_129.txt
posR_130.txt,negR_130.txt
negR_131.txt,posR_131.txt
posR_132.txt,negR_132.txt
negR_133.txt,posR_133.txt
posR_134.txt,negR_134.txt
posR_135.txt,negR_135.txt
negR_136.txt,posR_136.txt
posR_137.txt,negR_137.txt
posR_138.txt,negR_138.txt
negR_139.txt,posR_139.txt
negR_140.txt,posR_140.txt
negR_141.txt,posR_141.txt
posR_142.txt,negR_142.txt
negR_143.txt,posR_143.txt
posR_144.txt,negR_144.txt
negR_145.txt,posR_145.txt
negR_146.txt,posR_146.txt
posR_147.txt,negR_147.txt
posR_148.txt,negR_148.txt
negR_149.txt,posR_149.txt
negR_150.txt,posR_150.txt
negR_151.txt,posR_151.txt
posR_152.txt,negR_152.txt
posR_153.txt,negR_153.txt
negR_154.txt,posR_154.txt
negR_155.txt,posR_155.txt
negR_156.txt,posR_156.txt
negR_157.txt,posR_157.txt
posR_158.txt,negR_158.txt
negR_159.txt,posR_159.txt
posR_160.txt,negR_160.txt
posR_161.txt,negR_161.txt
posR_162.txt,negR_162.txt
posR_163.txt,negR_163.txt
negR_164.txt,posR_164.txt
posR_165.txt,negR_165.txt
posR_166.txt,negR_166.txt
negR_167.txt,posR_167.txt
negR_168.txt,posR_168.txt
negR_169.txt,posR_169.txt
posR_170.txt,negR_170.txt
posR_171.txt,negR_171.txt
negR_172.txt,posR_172.txt
posR_173.txt,negR_173.txt
posR_174.txt,negR_174.txt
negR_175.txt,posR_175.txt
posR_176.txt,negR_176.txt
negR_177.txt,posR_177.txt
negR_178.txt,posR_178.txt
